5muy_A     5mus_A  5muyA     5musA gtm1=  0.99898 gtm2=  0.99898 gbest= 0.998980  gdtts=   0.9985
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19519 gtm2=  0.53498 gbest= 0.534980  gdtts=   0.5641
5muy_A     3w8p_A  5muyA     3w8pA gtm1=  0.19511 gtm2=  0.55888 gbest= 0.558880  gdtts=   0.6461
5muy_A     6qfj_A  5muyA     6qfjA gtm1=  0.19500 gtm2=  0.57482 gbest= 0.574820  gdtts=   0.6201
5muy_A     4gk0_F  5muyA     4gk0F gtm1=  0.19497 gtm2=  0.50820 gbest= 0.508200  gdtts=   0.5865
5muy_A     2n1g_A  5muyA     2n1gA gtm1=  0.19488 gtm2=  0.50103 gbest= 0.501030  gdtts=   0.5518
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19480 gtm2=  0.52829 gbest= 0.528290  gdtts=   0.5475
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19477 gtm2=  0.51792 gbest= 0.517920  gdtts=   0.5344
5muy_A     6hao_A  5muyA     6haoA gtm1=  0.19473 gtm2=  0.55381 gbest= 0.553810  gdtts=   0.6250
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19472 gtm2=  0.52071 gbest= 0.520710  gdtts=   0.5222
5muy_A     6qfj_C  5muyA     6qfjC gtm1=  0.19456 gtm2=  0.58250 gbest= 0.582500  gdtts=   0.6283
5muy_A     2lsg_A  5muyA     2lsgA gtm1=  0.19450 gtm2=  0.50532 gbest= 0.505320  gdtts=   0.5918
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19444 gtm2=  0.52060 gbest= 0.520600  gdtts=   0.5974
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19443 gtm2=  0.51506 gbest= 0.515060  gdtts=   0.5833
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19442 gtm2=  0.51523 gbest= 0.515230  gdtts=   0.5801
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19440 gtm2=  0.50959 gbest= 0.509590  gdtts=   0.5370
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19438 gtm2=  0.50627 gbest= 0.506270  gdtts=   0.5401
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19432 gtm2=  0.51412 gbest= 0.514120  gdtts=   0.5625
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.19420 gtm2=  0.52278 gbest= 0.522780  gdtts=   0.5411
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19419 gtm2=  0.51307 gbest= 0.513070  gdtts=   0.5625
5muy_A     3vu7_H  5muyA     3vu7H gtm1=  0.19416 gtm2=  0.51271 gbest= 0.512710  gdtts=   0.5781
5muy_A     3f9k_e  5muyA     3f9ke gtm1=  0.19416 gtm2=  0.50570 gbest= 0.505700  gdtts=   0.5886
5muy_A     6h87_A  5muyA     6h87A gtm1=  0.19409 gtm2=  0.55711 gbest= 0.557110  gdtts=   0.6331
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19404 gtm2=  0.51646 gbest= 0.516460  gdtts=   0.5897
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19400 gtm2=  0.50074 gbest= 0.500740  gdtts=   0.5401
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19398 gtm2=  0.51003 gbest= 0.510030  gdtts=   0.5594
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19397 gtm2=  0.51153 gbest= 0.511530  gdtts=   0.5594
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.19395 gtm2=  0.52927 gbest= 0.529270  gdtts=   0.5506
5muy_A     6h5u_A  5muyA     6h5uA gtm1=  0.19392 gtm2=  0.55971 gbest= 0.559710  gdtts=   0.6364
5muy_A     2n1g_A  5muyA     2n1gA gtm1=  0.19378 gtm2=  0.50076 gbest= 0.500760  gdtts=   0.5769
5muy_A     6h9p_A  5muyA     6h9pA gtm1=  0.19374 gtm2=  0.54839 gbest= 0.548390  gdtts=   0.6396
5muy_A     3w8g_B  5muyA     3w8gB gtm1=  0.19372 gtm2=  0.54944 gbest= 0.549440  gdtts=   0.6429
5muy_A     6h5u_B  5muyA     6h5uB gtm1=  0.19362 gtm2=  0.55339 gbest= 0.553390  gdtts=   0.6299
5muy_A     6qfj_F  5muyA     6qfjF gtm1=  0.19347 gtm2=  0.59755 gbest= 0.597550  gdtts=   0.6554
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19339 gtm2=  0.52258 gbest= 0.522580  gdtts=   0.5696
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19336 gtm2=  0.51815 gbest= 0.518150  gdtts=   0.5641
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19329 gtm2=  0.52274 gbest= 0.522740  gdtts=   0.5844
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19326 gtm2=  0.50077 gbest= 0.500770  gdtts=   0.5432
5muy_A     2lsy_A  5muyA     2lsyA gtm1=  0.19321 gtm2=  0.50645 gbest= 0.506450  gdtts=   0.5601
5muy_A     5u0j_D  5muyA     5u0jD gtm1=  0.19320 gtm2=  0.50457 gbest= 0.504570  gdtts=   0.5432
5muy_A     6gp6_B  5muyA     6gp6B gtm1=  0.19319 gtm2=  0.55170 gbest= 0.551700  gdtts=   0.6234
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19311 gtm2=  0.51568 gbest= 0.515680  gdtts=   0.5737
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19305 gtm2=  0.51836 gbest= 0.518360  gdtts=   0.5609
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19299 gtm2=  0.51602 gbest= 0.516020  gdtts=   0.5625
5muy_A     3hph_E  5muyA     3hphE gtm1=  0.19298 gtm2=  0.51108 gbest= 0.511080  gdtts=   0.5617
5muy_A     6qfj_E  5muyA     6qfjE gtm1=  0.19298 gtm2=  0.59424 gbest= 0.594240  gdtts=   0.6520
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19293 gtm2=  0.52667 gbest= 0.526670  gdtts=   0.5855
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19293 gtm2=  0.50836 gbest= 0.508360  gdtts=   0.5942
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19292 gtm2=  0.50293 gbest= 0.502930  gdtts=   0.5556
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19292 gtm2=  0.50339 gbest= 0.503390  gdtts=   0.5728
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19290 gtm2=  0.51667 gbest= 0.516670  gdtts=   0.5769
5muy_A     6han_C  5muyA     6hanC gtm1=  0.19282 gtm2=  0.52982 gbest= 0.529820  gdtts=   0.6331
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19278 gtm2=  0.50662 gbest= 0.506620  gdtts=   0.5594
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19275 gtm2=  0.52301 gbest= 0.523010  gdtts=   0.5747
5muy_A     7cnf_A  5muyA     7cnfA gtm1=  0.19274 gtm2=  0.50749 gbest= 0.507490  gdtts=   0.5877
5muy_A     6qfj_B  5muyA     6qfjB gtm1=  0.19274 gtm2=  0.57631 gbest= 0.576310  gdtts=   0.6316
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19273 gtm2=  0.51419 gbest= 0.514190  gdtts=   0.5728
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19268 gtm2=  0.50344 gbest= 0.503440  gdtts=   0.5801
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19267 gtm2=  0.50437 gbest= 0.504370  gdtts=   0.5769
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19263 gtm2=  0.50088 gbest= 0.500880  gdtts=   0.5190
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19263 gtm2=  0.50748 gbest= 0.507480  gdtts=   0.5625
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19259 gtm2=  0.52828 gbest= 0.528280  gdtts=   0.5747
5muy_A     6h5m_A  5muyA     6h5mA gtm1=  0.19255 gtm2=  0.56309 gbest= 0.563090  gdtts=   0.6513
5muy_A     6h88_A  5muyA     6h88A gtm1=  0.19255 gtm2=  0.59130 gbest= 0.591300  gdtts=   0.6567
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19249 gtm2=  0.51822 gbest= 0.518220  gdtts=   0.5481
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19241 gtm2=  0.52352 gbest= 0.523520  gdtts=   0.5714
5muy_A     6hhs_D  5muyA     6hhsD gtm1=  0.19237 gtm2=  0.59362 gbest= 0.593620  gdtts=   0.6567
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19236 gtm2=  0.51387 gbest= 0.513870  gdtts=   0.5609
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19235 gtm2=  0.52262 gbest= 0.522620  gdtts=   0.5812
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19231 gtm2=  0.51885 gbest= 0.518850  gdtts=   0.5641
5muy_A     1r57_A  5muyA     1r57A gtm1=  0.19225 gtm2=  0.50885 gbest= 0.508850  gdtts=   0.5993
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19219 gtm2=  0.52034 gbest= 0.520340  gdtts=   0.5921
5muy_A     5hok_D  5muyA     5hokD gtm1=  0.19216 gtm2=  0.56583 gbest= 0.565830  gdtts=   0.6250
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19207 gtm2=  0.50551 gbest= 0.505510  gdtts=   0.5812
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19205 gtm2=  0.51909 gbest= 0.519090  gdtts=   0.5705
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19199 gtm2=  0.52828 gbest= 0.528280  gdtts=   0.5757
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19196 gtm2=  0.51081 gbest= 0.510810  gdtts=   0.5728
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.19190 gtm2=  0.52252 gbest= 0.522520  gdtts=   0.5545
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19190 gtm2=  0.52326 gbest= 0.523260  gdtts=   0.5592
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19188 gtm2=  0.50737 gbest= 0.507370  gdtts=   0.5665
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19188 gtm2=  0.52220 gbest= 0.522200  gdtts=   0.5844
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19187 gtm2=  0.53188 gbest= 0.531880  gdtts=   0.5900
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19186 gtm2=  0.52030 gbest= 0.520300  gdtts=   0.5789
5muy_A     8tzb_B  5muyA     8tzbB gtm1=  0.19182 gtm2=  0.51325 gbest= 0.513250  gdtts=   0.5641
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19172 gtm2=  0.52814 gbest= 0.528140  gdtts=   0.5658
5muy_A     6h5k_A  5muyA     6h5kA gtm1=  0.19168 gtm2=  0.54901 gbest= 0.549010  gdtts=   0.6349
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19163 gtm2=  0.52633 gbest= 0.526330  gdtts=   0.5757
5muy_A     7cnf_A  5muyA     7cnfA gtm1=  0.19162 gtm2=  0.51009 gbest= 0.510090  gdtts=   0.6053
5muy_A     5ho5_A  5muyA     5ho5A gtm1=  0.19161 gtm2=  0.57981 gbest= 0.579810  gdtts=   0.6333
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19157 gtm2=  0.51861 gbest= 0.518610  gdtts=   0.5888
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19155 gtm2=  0.52391 gbest= 0.523910  gdtts=   0.5779
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19152 gtm2=  0.51697 gbest= 0.516970  gdtts=   0.5779
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19151 gtm2=  0.52132 gbest= 0.521320  gdtts=   0.5682
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19151 gtm2=  0.51836 gbest= 0.518360  gdtts=   0.5855
5muy_A     5ho3_B  5muyA     5ho3B gtm1=  0.19149 gtm2=  0.56072 gbest= 0.560720  gdtts=   0.6233
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19148 gtm2=  0.52250 gbest= 0.522500  gdtts=   0.5822
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19145 gtm2=  0.52433 gbest= 0.524330  gdtts=   0.5867
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19125 gtm2=  0.51965 gbest= 0.519650  gdtts=   0.5649
5muy_A     5ho5_B  5muyA     5ho5B gtm1=  0.19119 gtm2=  0.57514 gbest= 0.575140  gdtts=   0.6300
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19117 gtm2=  0.52428 gbest= 0.524280  gdtts=   0.5747
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19110 gtm2=  0.51593 gbest= 0.515930  gdtts=   0.5705
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19109 gtm2=  0.52990 gbest= 0.529900  gdtts=   0.5682
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19109 gtm2=  0.50196 gbest= 0.501960  gdtts=   0.5942
5muy_A     6han_A  5muyA     6hanA gtm1=  0.19109 gtm2=  0.53403 gbest= 0.534030  gdtts=   0.6447
5muy_A     6han_B  5muyA     6hanB gtm1=  0.19108 gtm2=  0.58567 gbest= 0.585670  gdtts=   0.6622
5muy_A     5hok_A  5muyA     5hokA gtm1=  0.19107 gtm2=  0.57545 gbest= 0.575450  gdtts=   0.6267
5muy_A     5hok_B  5muyA     5hokB gtm1=  0.19103 gtm2=  0.57335 gbest= 0.573350  gdtts=   0.6300
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.19099 gtm2=  0.52426 gbest= 0.524260  gdtts=   0.5747
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19099 gtm2=  0.50967 gbest= 0.509670  gdtts=   0.5714
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19098 gtm2=  0.51279 gbest= 0.512790  gdtts=   0.5682
5muy_A     6hhs_B  5muyA     6hhsB gtm1=  0.19097 gtm2=  0.56064 gbest= 0.560640  gdtts=   0.6400
5muy_A     5odd_A  5muyA     5oddA gtm1=  0.19096 gtm2=  0.50228 gbest= 0.502280  gdtts=   0.5449
5muy_A     5ho5_D  5muyA     5ho5D gtm1=  0.19094 gtm2=  0.56841 gbest= 0.568410  gdtts=   0.6333
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19092 gtm2=  0.51816 gbest= 0.518160  gdtts=   0.5779
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19088 gtm2=  0.51270 gbest= 0.512700  gdtts=   0.5728
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19084 gtm2=  0.51848 gbest= 0.518480  gdtts=   0.5855
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19083 gtm2=  0.50290 gbest= 0.502900  gdtts=   0.5665
5muy_A     3w8p_B  5muyA     3w8pB gtm1=  0.19074 gtm2=  0.55086 gbest= 0.550860  gdtts=   0.6467
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19073 gtm2=  0.51312 gbest= 0.513120  gdtts=   0.5609
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19068 gtm2=  0.52275 gbest= 0.522750  gdtts=   0.5822
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19064 gtm2=  0.52380 gbest= 0.523800  gdtts=   0.5757
5muy_A     6qfj_D  5muyA     6qfjD gtm1=  0.19064 gtm2=  0.58050 gbest= 0.580500  gdtts=   0.6486
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19058 gtm2=  0.50753 gbest= 0.507530  gdtts=   0.5801
5muy_A     2qzi_D  5muyA     2qziD gtm1=  0.19049 gtm2=  0.50866 gbest= 0.508660  gdtts=   0.6351
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19048 gtm2=  0.50955 gbest= 0.509550  gdtts=   0.5812
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19047 gtm2=  0.50679 gbest= 0.506790  gdtts=   0.5357
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19040 gtm2=  0.50767 gbest= 0.507670  gdtts=   0.5812
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19035 gtm2=  0.51345 gbest= 0.513450  gdtts=   0.5844
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.19033 gtm2=  0.57089 gbest= 0.570890  gdtts=   0.6047
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19033 gtm2=  0.51261 gbest= 0.512610  gdtts=   0.5769
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19031 gtm2=  0.52142 gbest= 0.521420  gdtts=   0.5800
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19031 gtm2=  0.52010 gbest= 0.520100  gdtts=   0.5933
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19031 gtm2=  0.50180 gbest= 0.501800  gdtts=   0.5325
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19029 gtm2=  0.51390 gbest= 0.513900  gdtts=   0.5844
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.19027 gtm2=  0.57032 gbest= 0.570320  gdtts=   0.6047
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19022 gtm2=  0.51573 gbest= 0.515730  gdtts=   0.5625
5muy_A     6hhs_A  5muyA     6hhsA gtm1=  0.19010 gtm2=  0.58816 gbest= 0.588160  gdtts=   0.6655
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19010 gtm2=  0.50062 gbest= 0.500620  gdtts=   0.5696
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19006 gtm2=  0.50409 gbest= 0.504090  gdtts=   0.6000
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.19004 gtm2=  0.56889 gbest= 0.568890  gdtts=   0.6047
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.18992 gtm2=  0.51983 gbest= 0.519830  gdtts=   0.5867
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18987 gtm2=  0.51197 gbest= 0.511970  gdtts=   0.5812
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18980 gtm2=  0.56933 gbest= 0.569330  gdtts=   0.6047
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18967 gtm2=  0.52077 gbest= 0.520770  gdtts=   0.5617
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18967 gtm2=  0.52451 gbest= 0.524510  gdtts=   0.5888
5muy_A     7ywy_M  5muyA     7ywyM gtm1=  0.18963 gtm2=  0.51314 gbest= 0.513140  gdtts=   0.5641
5muy_A     7ywy_Q  5muyA     7ywyQ gtm1=  0.18962 gtm2=  0.51313 gbest= 0.513130  gdtts=   0.5641
5muy_A     7ywy_D  5muyA     7ywyD gtm1=  0.18962 gtm2=  0.51313 gbest= 0.513130  gdtts=   0.5641
5muy_A     7ywy_C  5muyA     7ywyC gtm1=  0.18962 gtm2=  0.51313 gbest= 0.513130  gdtts=   0.5641
5muy_A     7ywy_F  5muyA     7ywyF gtm1=  0.18962 gtm2=  0.51312 gbest= 0.513120  gdtts=   0.5641
5muy_A     7ywy_N  5muyA     7ywyN gtm1=  0.18962 gtm2=  0.51313 gbest= 0.513130  gdtts=   0.5641
5muy_A     7ywy_A  5muyA     7ywyA gtm1=  0.18962 gtm2=  0.51313 gbest= 0.513130  gdtts=   0.5641
5muy_A     7ywy_P  5muyA     7ywyP gtm1=  0.18962 gtm2=  0.51312 gbest= 0.513120  gdtts=   0.5641
5muy_A     7ywy_R  5muyA     7ywyR gtm1=  0.18962 gtm2=  0.51312 gbest= 0.513120  gdtts=   0.5641
5muy_A     7ywy_a  5muyA     7ywya gtm1=  0.18962 gtm2=  0.51312 gbest= 0.513120  gdtts=   0.5641
5muy_A     7ywy_B  5muyA     7ywyB gtm1=  0.18962 gtm2=  0.51312 gbest= 0.513120  gdtts=   0.5641
5muy_A     7ywy_E  5muyA     7ywyE gtm1=  0.18962 gtm2=  0.51312 gbest= 0.513120  gdtts=   0.5641
5muy_A     7ywy_O  5muyA     7ywyO gtm1=  0.18962 gtm2=  0.51312 gbest= 0.513120  gdtts=   0.5641
5muy_A     7ywy_Y  5muyA     7ywyY gtm1=  0.18962 gtm2=  0.51311 gbest= 0.513110  gdtts=   0.5641
5muy_A     5ho3_A  5muyA     5ho3A gtm1=  0.18958 gtm2=  0.55588 gbest= 0.555880  gdtts=   0.6233
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18948 gtm2=  0.51946 gbest= 0.519460  gdtts=   0.5747
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18948 gtm2=  0.50609 gbest= 0.506090  gdtts=   0.5812
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18943 gtm2=  0.51747 gbest= 0.517470  gdtts=   0.5649
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18939 gtm2=  0.56513 gbest= 0.565130  gdtts=   0.6047
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18938 gtm2=  0.57451 gbest= 0.574510  gdtts=   0.6233
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18936 gtm2=  0.50727 gbest= 0.507270  gdtts=   0.5812
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18935 gtm2=  0.52624 gbest= 0.526240  gdtts=   0.5888
5muy_A     7cnf_A  5muyA     7cnfA gtm1=  0.18934 gtm2=  0.50385 gbest= 0.503850  gdtts=   0.5946
5muy_A     5ho1_B  5muyA     5ho1B gtm1=  0.18930 gtm2=  0.56929 gbest= 0.569290  gdtts=   0.6267
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18928 gtm2=  0.51721 gbest= 0.517210  gdtts=   0.5933
5muy_A     3w66_A  5muyA     3w66A gtm1=  0.18912 gtm2=  0.58793 gbest= 0.587930  gdtts=   0.6554
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18911 gtm2=  0.50825 gbest= 0.508250  gdtts=   0.5812
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18906 gtm2=  0.51773 gbest= 0.517730  gdtts=   0.5747
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18903 gtm2=  0.51663 gbest= 0.516630  gdtts=   0.5682
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.18902 gtm2=  0.50446 gbest= 0.504460  gdtts=   0.5724
5muy_A     3w65_A  5muyA     3w65A gtm1=  0.18894 gtm2=  0.58634 gbest= 0.586340  gdtts=   0.6622
5muy_A     4oyc_B  5muyA     4oycB gtm1=  0.18894 gtm2=  0.54164 gbest= 0.541640  gdtts=   0.6438
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18893 gtm2=  0.56088 gbest= 0.560880  gdtts=   0.6047
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.18885 gtm2=  0.51891 gbest= 0.518910  gdtts=   0.5833
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.18884 gtm2=  0.51359 gbest= 0.513590  gdtts=   0.6000
5muy_A     2lsy_A  5muyA     2lsyA gtm1=  0.18882 gtm2=  0.50397 gbest= 0.503970  gdtts=   0.5714
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18876 gtm2=  0.52195 gbest= 0.521950  gdtts=   0.5888
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18853 gtm2=  0.50676 gbest= 0.506760  gdtts=   0.5812
5muy_A     6hhs_F  5muyA     6hhsF gtm1=  0.18846 gtm2=  0.59091 gbest= 0.590910  gdtts=   0.6541
5muy_A     5ho1_A  5muyA     5ho1A gtm1=  0.18834 gtm2=  0.54731 gbest= 0.547310  gdtts=   0.6100
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.18830 gtm2=  0.50351 gbest= 0.503510  gdtts=   0.5395
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18825 gtm2=  0.56457 gbest= 0.564570  gdtts=   0.5946
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18825 gtm2=  0.51808 gbest= 0.518080  gdtts=   0.5888
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18824 gtm2=  0.50917 gbest= 0.509170  gdtts=   0.5855
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18824 gtm2=  0.50848 gbest= 0.508480  gdtts=   0.5747
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18820 gtm2=  0.51891 gbest= 0.518910  gdtts=   0.5691
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18820 gtm2=  0.51593 gbest= 0.515930  gdtts=   0.5747
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18811 gtm2=  0.50467 gbest= 0.504670  gdtts=   0.5855
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18802 gtm2=  0.51001 gbest= 0.510010  gdtts=   0.5779
5muy_A     6hhs_E  5muyA     6hhsE gtm1=  0.18801 gtm2=  0.58963 gbest= 0.589630  gdtts=   0.6644
5muy_A     1be2_A  5muyA     1be2A gtm1=  0.18769 gtm2=  0.50179 gbest= 0.501790  gdtts=   0.5649
5muy_A     6han_D  5muyA     6hanD gtm1=  0.18759 gtm2=  0.58807 gbest= 0.588070  gdtts=   0.6610
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18753 gtm2=  0.56302 gbest= 0.563020  gdtts=   0.6233
5muy_A     1be2_A  5muyA     1be2A gtm1=  0.18745 gtm2=  0.50177 gbest= 0.501770  gdtts=   0.5641
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.18744 gtm2=  0.52000 gbest= 0.520000  gdtts=   0.5800
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18742 gtm2=  0.52636 gbest= 0.526360  gdtts=   0.6033
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18740 gtm2=  0.55454 gbest= 0.554540  gdtts=   0.6047
5muy_A     1be2_A  5muyA     1be2A gtm1=  0.18738 gtm2=  0.50753 gbest= 0.507530  gdtts=   0.5714
5muy_A     6h5v_A  5muyA     6h5vA gtm1=  0.18737 gtm2=  0.59067 gbest= 0.590670  gdtts=   0.6610
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18731 gtm2=  0.56998 gbest= 0.569980  gdtts=   0.6062
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18731 gtm2=  0.56370 gbest= 0.563700  gdtts=   0.6233
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18730 gtm2=  0.51021 gbest= 0.510210  gdtts=   0.5888
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18722 gtm2=  0.52369 gbest= 0.523690  gdtts=   0.6067
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18715 gtm2=  0.51678 gbest= 0.516780  gdtts=   0.5855
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18701 gtm2=  0.56149 gbest= 0.561490  gdtts=   0.6233
5muy_A     3w64_D  5muyA     3w64D gtm1=  0.18697 gtm2=  0.58528 gbest= 0.585280  gdtts=   0.6678
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18688 gtm2=  0.50984 gbest= 0.509840  gdtts=   0.5649
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18683 gtm2=  0.51242 gbest= 0.512420  gdtts=   0.5757
