5muy_A     5mus_A  5muyA     5musA gtm1=  0.99898 gtm2=  0.99898 gbest= 0.998980  gdtts=   0.9985
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19151 gtm2=  0.51836 gbest= 0.518360  gdtts=   0.5855
5muy_A     5ho3_B  5muyA     5ho3B gtm1=  0.19149 gtm2=  0.56072 gbest= 0.560720  gdtts=   0.6233
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19148 gtm2=  0.52250 gbest= 0.522500  gdtts=   0.5822
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19145 gtm2=  0.52433 gbest= 0.524330  gdtts=   0.5867
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19125 gtm2=  0.51965 gbest= 0.519650  gdtts=   0.5649
5muy_A     5ho5_B  5muyA     5ho5B gtm1=  0.19119 gtm2=  0.57514 gbest= 0.575140  gdtts=   0.6300
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19117 gtm2=  0.52428 gbest= 0.524280  gdtts=   0.5747
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19109 gtm2=  0.52990 gbest= 0.529900  gdtts=   0.5682
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19109 gtm2=  0.50196 gbest= 0.501960  gdtts=   0.5942
5muy_A     6han_A  5muyA     6hanA gtm1=  0.19109 gtm2=  0.53403 gbest= 0.534030  gdtts=   0.6447
5muy_A     6han_B  5muyA     6hanB gtm1=  0.19108 gtm2=  0.58567 gbest= 0.585670  gdtts=   0.6622
5muy_A     5hok_A  5muyA     5hokA gtm1=  0.19107 gtm2=  0.57545 gbest= 0.575450  gdtts=   0.6267
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19105 gtm2=  0.50561 gbest= 0.505610  gdtts=   0.5759
5muy_A     5hok_B  5muyA     5hokB gtm1=  0.19103 gtm2=  0.57335 gbest= 0.573350  gdtts=   0.6300
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19099 gtm2=  0.50967 gbest= 0.509670  gdtts=   0.5714
5muy_A     6hhs_B  5muyA     6hhsB gtm1=  0.19097 gtm2=  0.56064 gbest= 0.560640  gdtts=   0.6400
5muy_A     5odd_A  5muyA     5oddA gtm1=  0.19096 gtm2=  0.50228 gbest= 0.502280  gdtts=   0.5449
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19092 gtm2=  0.51816 gbest= 0.518160  gdtts=   0.5779
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19084 gtm2=  0.51848 gbest= 0.518480  gdtts=   0.5855
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19083 gtm2=  0.50290 gbest= 0.502900  gdtts=   0.5665
5muy_A     3w8p_B  5muyA     3w8pB gtm1=  0.19074 gtm2=  0.55086 gbest= 0.550860  gdtts=   0.6467
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19073 gtm2=  0.51312 gbest= 0.513120  gdtts=   0.5609
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19064 gtm2=  0.52380 gbest= 0.523800  gdtts=   0.5757
5muy_A     6qfj_D  5muyA     6qfjD gtm1=  0.19064 gtm2=  0.58050 gbest= 0.580500  gdtts=   0.6486
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19063 gtm2=  0.51256 gbest= 0.512560  gdtts=   0.5665
5muy_A     5hok_D  5muyA     5hokD gtm1=  0.19059 gtm2=  0.56391 gbest= 0.563910  gdtts=   0.6233
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19058 gtm2=  0.50753 gbest= 0.507530  gdtts=   0.5801
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19056 gtm2=  0.51382 gbest= 0.513820  gdtts=   0.5812
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19047 gtm2=  0.50400 gbest= 0.504000  gdtts=   0.5428
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19040 gtm2=  0.50767 gbest= 0.507670  gdtts=   0.5812
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19033 gtm2=  0.51261 gbest= 0.512610  gdtts=   0.5769
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19031 gtm2=  0.52010 gbest= 0.520100  gdtts=   0.5933
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19031 gtm2=  0.50180 gbest= 0.501800  gdtts=   0.5325
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.19030 gtm2=  0.51656 gbest= 0.516560  gdtts=   0.5705
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19029 gtm2=  0.50699 gbest= 0.506990  gdtts=   0.5987
5muy_A     7cnf_A  5muyA     7cnfA gtm1=  0.19024 gtm2=  0.50431 gbest= 0.504310  gdtts=   0.5888
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.19018 gtm2=  0.50361 gbest= 0.503610  gdtts=   0.5357
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19014 gtm2=  0.51050 gbest= 0.510500  gdtts=   0.5801
5muy_A     6hhs_A  5muyA     6hhsA gtm1=  0.19010 gtm2=  0.58816 gbest= 0.588160  gdtts=   0.6655
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.19010 gtm2=  0.50062 gbest= 0.500620  gdtts=   0.5696
5muy_A     2lsk_A  5muyA     2lskA gtm1=  0.19006 gtm2=  0.50409 gbest= 0.504090  gdtts=   0.6000
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.19004 gtm2=  0.56889 gbest= 0.568890  gdtts=   0.6047
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.18992 gtm2=  0.51983 gbest= 0.519830  gdtts=   0.5867
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18980 gtm2=  0.56933 gbest= 0.569330  gdtts=   0.6047
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18973 gtm2=  0.51373 gbest= 0.513730  gdtts=   0.5812
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18970 gtm2=  0.51276 gbest= 0.512760  gdtts=   0.5844
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18967 gtm2=  0.52077 gbest= 0.520770  gdtts=   0.5617
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18948 gtm2=  0.50609 gbest= 0.506090  gdtts=   0.5812
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18946 gtm2=  0.51674 gbest= 0.516740  gdtts=   0.5933
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18936 gtm2=  0.50727 gbest= 0.507270  gdtts=   0.5812
5muy_A     5ho1_B  5muyA     5ho1B gtm1=  0.18930 gtm2=  0.56929 gbest= 0.569290  gdtts=   0.6267
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18913 gtm2=  0.51247 gbest= 0.512470  gdtts=   0.5888
5muy_A     3w66_A  5muyA     3w66A gtm1=  0.18912 gtm2=  0.58793 gbest= 0.587930  gdtts=   0.6554
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18911 gtm2=  0.50825 gbest= 0.508250  gdtts=   0.5812
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.18902 gtm2=  0.50446 gbest= 0.504460  gdtts=   0.5724
5muy_A     3w65_A  5muyA     3w65A gtm1=  0.18894 gtm2=  0.58634 gbest= 0.586340  gdtts=   0.6622
5muy_A     4oyc_B  5muyA     4oycB gtm1=  0.18894 gtm2=  0.54164 gbest= 0.541640  gdtts=   0.6438
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.18884 gtm2=  0.51359 gbest= 0.513590  gdtts=   0.6000
5muy_A     5ho3_A  5muyA     5ho3A gtm1=  0.18859 gtm2=  0.55474 gbest= 0.554740  gdtts=   0.6318
5muy_A     2lsy_A  5muyA     2lsyA gtm1=  0.18851 gtm2=  0.50139 gbest= 0.501390  gdtts=   0.5747
5muy_A     6hhs_F  5muyA     6hhsF gtm1=  0.18846 gtm2=  0.59091 gbest= 0.590910  gdtts=   0.6541
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18845 gtm2=  0.50396 gbest= 0.503960  gdtts=   0.5812
5muy_A     5ho1_A  5muyA     5ho1A gtm1=  0.18834 gtm2=  0.54731 gbest= 0.547310  gdtts=   0.6100
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.18829 gtm2=  0.50348 gbest= 0.503480  gdtts=   0.5329
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18828 gtm2=  0.51006 gbest= 0.510060  gdtts=   0.5855
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18824 gtm2=  0.50917 gbest= 0.509170  gdtts=   0.5855
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18811 gtm2=  0.50467 gbest= 0.504670  gdtts=   0.5855
5muy_A     6hhs_E  5muyA     6hhsE gtm1=  0.18801 gtm2=  0.58963 gbest= 0.589630  gdtts=   0.6644
5muy_A     6zv3_A  5muyA     6zv3A gtm1=  0.18782 gtm2=  0.50964 gbest= 0.509640  gdtts=   0.5912
5muy_A     6han_D  5muyA     6hanD gtm1=  0.18759 gtm2=  0.58807 gbest= 0.588070  gdtts=   0.6610
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18753 gtm2=  0.56302 gbest= 0.563020  gdtts=   0.6233
5muy_A     3w64_D  5muyA     3w64D gtm1=  0.18741 gtm2=  0.58469 gbest= 0.584690  gdtts=   0.6622
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18740 gtm2=  0.55454 gbest= 0.554540  gdtts=   0.6047
5muy_A     6h5v_A  5muyA     6h5vA gtm1=  0.18737 gtm2=  0.59067 gbest= 0.590670  gdtts=   0.6610
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.18735 gtm2=  0.51930 gbest= 0.519300  gdtts=   0.5800
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18722 gtm2=  0.53876 gbest= 0.538760  gdtts=   0.5993
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18709 gtm2=  0.50619 gbest= 0.506190  gdtts=   0.5822
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18688 gtm2=  0.50984 gbest= 0.509840  gdtts=   0.5649
5muy_A     6h5u_C  5muyA     6h5uC gtm1=  0.18666 gtm2=  0.58414 gbest= 0.584140  gdtts=   0.6507
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18659 gtm2=  0.50343 gbest= 0.503430  gdtts=   0.5649
5muy_A     6g5e_A  5muyA     6g5eA gtm1=  0.18659 gtm2=  0.59001 gbest= 0.590010  gdtts=   0.6840
5muy_A     6gmv_A  5muyA     6gmvA gtm1=  0.18653 gtm2=  0.59591 gbest= 0.595910  gdtts=   0.6840
5muy_A     6zv0_A  5muyA     6zv0A gtm1=  0.18648 gtm2=  0.51421 gbest= 0.514210  gdtts=   0.6164
5muy_A     6g64_A  5muyA     6g64A gtm1=  0.18641 gtm2=  0.59527 gbest= 0.595270  gdtts=   0.6736
5muy_A     6h9t_A  5muyA     6h9tA gtm1=  0.18636 gtm2=  0.59374 gbest= 0.593740  gdtts=   0.6736
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18618 gtm2=  0.50796 gbest= 0.507960  gdtts=   0.5724
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18615 gtm2=  0.55014 gbest= 0.550140  gdtts=   0.6047
5muy_A     6g55_A  5muyA     6g55A gtm1=  0.18614 gtm2=  0.59329 gbest= 0.593290  gdtts=   0.6701
5muy_A     6hhs_C  5muyA     6hhsC gtm1=  0.18606 gtm2=  0.59110 gbest= 0.591100  gdtts=   0.6701
5muy_A     6h85_A  5muyA     6h85A gtm1=  0.18601 gtm2=  0.59139 gbest= 0.591390  gdtts=   0.6736
5muy_A     6h84_A  5muyA     6h84A gtm1=  0.18592 gtm2=  0.58683 gbest= 0.586830  gdtts=   0.6736
5muy_A     3w8g_A  5muyA     3w8gA gtm1=  0.18582 gtm2=  0.58946 gbest= 0.589460  gdtts=   0.6771
5muy_A     5hok_C  5muyA     5hokC gtm1=  0.18564 gtm2=  0.57443 gbest= 0.574430  gdtts=   0.6370
5muy_A     1cz2_A  5muyA     1cz2A gtm1=  0.18562 gtm2=  0.50059 gbest= 0.500590  gdtts=   0.5526
5muy_A     6h9p_C  5muyA     6h9pC gtm1=  0.18553 gtm2=  0.58610 gbest= 0.586100  gdtts=   0.6575
5muy_A     3w5y_B  5muyA     3w5yB gtm1=  0.18534 gtm2=  0.59377 gbest= 0.593770  gdtts=   0.6806
5muy_A     3w64_A  5muyA     3w64A gtm1=  0.18522 gtm2=  0.58689 gbest= 0.586890  gdtts=   0.6761
5muy_A     6hhs_G  5muyA     6hhsG gtm1=  0.18515 gtm2=  0.59264 gbest= 0.592640  gdtts=   0.6632
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18497 gtm2=  0.53732 gbest= 0.537320  gdtts=   0.6111
5muy_A     5ho5_C  5muyA     5ho5C gtm1=  0.18489 gtm2=  0.57371 gbest= 0.573710  gdtts=   0.6424
5muy_A     3w5y_A  5muyA     3w5yA gtm1=  0.18485 gtm2=  0.58868 gbest= 0.588680  gdtts=   0.6632
5muy_A     6h83_A  5muyA     6h83A gtm1=  0.18467 gtm2=  0.59828 gbest= 0.598280  gdtts=   0.6831
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18451 gtm2=  0.55790 gbest= 0.557900  gdtts=   0.6215
5muy_A     3w61_A  5muyA     3w61A gtm1=  0.18444 gtm2=  0.59525 gbest= 0.595250  gdtts=   0.6761
5muy_A     6vda_A  5muyA     6vdaA gtm1=  0.18438 gtm2=  0.54596 gbest= 0.545960  gdtts=   0.6301
5muy_A     3w60_A  5muyA     3w60A gtm1=  0.18437 gtm2=  0.59757 gbest= 0.597570  gdtts=   0.6866
5muy_A     6h8i_A  5muyA     6h8iA gtm1=  0.18433 gtm2=  0.59572 gbest= 0.595720  gdtts=   0.6796
5muy_A     6sd2_J  5muyA     6sd2J gtm1=  0.18431 gtm2=  0.50134 gbest= 0.501340  gdtts=   0.5845
5muy_A     3w64_B  5muyA     3w64B gtm1=  0.18430 gtm2=  0.58055 gbest= 0.580550  gdtts=   0.6493
5muy_A     6sd2_F  5muyA     6sd2F gtm1=  0.18430 gtm2=  0.50127 gbest= 0.501270  gdtts=   0.5845
5muy_A     6sd2_b  5muyA     6sd2b gtm1=  0.18429 gtm2=  0.50126 gbest= 0.501260  gdtts=   0.5845
5muy_A     3w5z_A  5muyA     3w5zA gtm1=  0.18428 gtm2=  0.59469 gbest= 0.594690  gdtts=   0.6761
5muy_A     3w5x_A  5muyA     3w5xA gtm1=  0.18424 gtm2=  0.59584 gbest= 0.595840  gdtts=   0.6796
5muy_A     6sd2_L  5muyA     6sd2L gtm1=  0.18424 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_C  5muyA     6sd2C gtm1=  0.18424 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_D  5muyA     6sd2D gtm1=  0.18424 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_A  5muyA     6sd2A gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_e  5muyA     6sd2e gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_N  5muyA     6sd2N gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_G  5muyA     6sd2G gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_c  5muyA     6sd2c gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_W  5muyA     6sd2W gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_I  5muyA     6sd2I gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_O  5muyA     6sd2O gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_R  5muyA     6sd2R gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_Y  5muyA     6sd2Y gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_f  5muyA     6sd2f gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_Z  5muyA     6sd2Z gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_T  5muyA     6sd2T gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_U  5muyA     6sd2U gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_Q  5muyA     6sd2Q gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6h9q_A  5muyA     6h9qA gtm1=  0.18422 gtm2=  0.59172 gbest= 0.591720  gdtts=   0.6690
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18418 gtm2=  0.50991 gbest= 0.509910  gdtts=   0.5743
5muy_A    7cgo_Dh  5muyA    7cgoDh gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A    7e81_Dh  5muyA    7e81Dh gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A    7cgo_Dm  5muyA    7cgoDm gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A    7e81_Dm  5muyA    7e81Dm gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A     6h8a_A  5muyA     6h8aA gtm1=  0.18413 gtm2=  0.59141 gbest= 0.591410  gdtts=   0.6725
5muy_A    7cgo_Dj  5muyA    7cgoDj gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A    7e81_Dj  5muyA    7e81Dj gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A    7cgo_Dl  5muyA    7cgoDl gtm1=  0.18413 gtm2=  0.50265 gbest= 0.502650  gdtts=   0.5777
5muy_A    7e81_Dl  5muyA    7e81Dl gtm1=  0.18413 gtm2=  0.50265 gbest= 0.502650  gdtts=   0.5777
5muy_A    7cgo_Dn  5muyA    7cgoDn gtm1=  0.18413 gtm2=  0.50264 gbest= 0.502640  gdtts=   0.5777
5muy_A    7e81_Dn  5muyA    7e81Dn gtm1=  0.18413 gtm2=  0.50264 gbest= 0.502640  gdtts=   0.5777
5muy_A    7cgo_Dk  5muyA    7cgoDk gtm1=  0.18413 gtm2=  0.50249 gbest= 0.502490  gdtts=   0.5777
5muy_A    7e81_Dk  5muyA    7e81Dk gtm1=  0.18413 gtm2=  0.50249 gbest= 0.502490  gdtts=   0.5777
5muy_A    7cgo_Di  5muyA    7cgoDi gtm1=  0.18413 gtm2=  0.50263 gbest= 0.502630  gdtts=   0.5777
5muy_A    7e81_Di  5muyA    7e81Di gtm1=  0.18413 gtm2=  0.50263 gbest= 0.502630  gdtts=   0.5777
5muy_A    7cgo_Dg  5muyA    7cgoDg gtm1=  0.18413 gtm2=  0.50249 gbest= 0.502490  gdtts=   0.5777
5muy_A    7e81_Dg  5muyA    7e81Dg gtm1=  0.18413 gtm2=  0.50249 gbest= 0.502490  gdtts=   0.5777
5muy_A     6gmt_A  5muyA     6gmtA gtm1=  0.18410 gtm2=  0.59132 gbest= 0.591320  gdtts=   0.6690
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18402 gtm2=  0.50595 gbest= 0.505950  gdtts=   0.5845
5muy_A     5hsp_A  5muyA     5hspA gtm1=  0.18389 gtm2=  0.59613 gbest= 0.596130  gdtts=   0.6796
5muy_A     6h8g_A  5muyA     6h8gA gtm1=  0.18379 gtm2=  0.59494 gbest= 0.594940  gdtts=   0.6690
5muy_A     6h8d_A  5muyA     6h8dA gtm1=  0.18378 gtm2=  0.59353 gbest= 0.593530  gdtts=   0.6690
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18375 gtm2=  0.55456 gbest= 0.554560  gdtts=   0.6215
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18371 gtm2=  0.50470 gbest= 0.504700  gdtts=   0.5473
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18367 gtm2=  0.54804 gbest= 0.548040  gdtts=   0.6111
5muy_A     6ha2_A  5muyA     6ha2A gtm1=  0.18362 gtm2=  0.59261 gbest= 0.592610  gdtts=   0.6585
5muy_A     6h81_A  5muyA     6h81A gtm1=  0.18358 gtm2=  0.59310 gbest= 0.593100  gdtts=   0.6690
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18345 gtm2=  0.50238 gbest= 0.502380  gdtts=   0.5811
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18334 gtm2=  0.50757 gbest= 0.507570  gdtts=   0.5743
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18322 gtm2=  0.55165 gbest= 0.551650  gdtts=   0.6215
5muy_A     4oyc_A  5muyA     4oycA gtm1=  0.18294 gtm2=  0.54584 gbest= 0.545840  gdtts=   0.6354
5muy_A     7z1z_R  5muyA     7z1zR gtm1=  0.18290 gtm2=  0.52301 gbest= 0.523010  gdtts=   0.5833
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18289 gtm2=  0.51106 gbest= 0.511060  gdtts=   0.5856
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18288 gtm2=  0.53668 gbest= 0.536680  gdtts=   0.6373
5muy_A    6sg9_FY  5muyA    6sg9FY gtm1=  0.18248 gtm2=  0.50403 gbest= 0.504030  gdtts=   0.6319
5muy_A     7faw_B  5muyA     7fawB gtm1=  0.18246 gtm2=  0.51401 gbest= 0.514010  gdtts=   0.5845
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18237 gtm2=  0.51045 gbest= 0.510450  gdtts=   0.5676
5muy_A     6vd8_A  5muyA     6vd8A gtm1=  0.18234 gtm2=  0.52634 gbest= 0.526340  gdtts=   0.6181
5muy_A     2mv3_A  5muyA     2mv3A gtm1=  0.18232 gtm2=  0.51167 gbest= 0.511670  gdtts=   0.5658
5muy_A     3w63_A  5muyA     3w63A gtm1=  0.18228 gtm2=  0.59701 gbest= 0.597010  gdtts=   0.6821
5muy_A     6h89_A  5muyA     6h89A gtm1=  0.18217 gtm2=  0.59761 gbest= 0.597610  gdtts=   0.6857
5muy_A     3w62_A  5muyA     3w62A gtm1=  0.18217 gtm2=  0.59866 gbest= 0.598660  gdtts=   0.6821
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18212 gtm2=  0.52378 gbest= 0.523780  gdtts=   0.6250
5muy_A    8wl2_WL  5muyA    8wl2WL gtm1=  0.18192 gtm2=  0.50643 gbest= 0.506430  gdtts=   0.5856
5muy_A    8wkq_WL  5muyA    8wkqWL gtm1=  0.18192 gtm2=  0.50644 gbest= 0.506440  gdtts=   0.5856
5muy_A    8woe_WL  5muyA    8woeWL gtm1=  0.18192 gtm2=  0.50642 gbest= 0.506420  gdtts=   0.5856
5muy_A    8wln_WL  5muyA    8wlnWL gtm1=  0.18192 gtm2=  0.50643 gbest= 0.506430  gdtts=   0.5856
5muy_A    8wlt_WL  5muyA    8wltWL gtm1=  0.18192 gtm2=  0.50643 gbest= 0.506430  gdtts=   0.5856
5muy_A    8wo5_WL  5muyA    8wo5WL gtm1=  0.18192 gtm2=  0.50642 gbest= 0.506420  gdtts=   0.5856
5muy_A     2il4_A  5muyA     2il4A gtm1=  0.18173 gtm2=  0.53245 gbest= 0.532450  gdtts=   0.6643
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18170 gtm2=  0.55278 gbest= 0.552780  gdtts=   0.6162
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18167 gtm2=  0.50352 gbest= 0.503520  gdtts=   0.5925
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18165 gtm2=  0.54954 gbest= 0.549540  gdtts=   0.6500
5muy_A     6h9p_B  5muyA     6h9pB gtm1=  0.18164 gtm2=  0.59112 gbest= 0.591120  gdtts=   0.6750
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18155 gtm2=  0.53343 gbest= 0.533430  gdtts=   0.6036
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18129 gtm2=  0.53631 gbest= 0.536310  gdtts=   0.6500
5muy_A     3byp_B  5muyA     3bypB gtm1=  0.18108 gtm2=  0.54464 gbest= 0.544640  gdtts=   0.6285
5muy_A     7z1z_Q  5muyA     7z1zQ gtm1=  0.18106 gtm2=  0.51894 gbest= 0.518940  gdtts=   0.5743
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18096 gtm2=  0.52659 gbest= 0.526590  gdtts=   0.6303
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18095 gtm2=  0.52600 gbest= 0.526000  gdtts=   0.6464
5muy_A    8wo5_WN  5muyA    8wo5WN gtm1=  0.18084 gtm2=  0.50224 gbest= 0.502240  gdtts=   0.5856
5muy_A    8wl2_WN  5muyA    8wl2WN gtm1=  0.18084 gtm2=  0.50223 gbest= 0.502230  gdtts=   0.5856
5muy_A    8wkq_WN  5muyA    8wkqWN gtm1=  0.18084 gtm2=  0.50223 gbest= 0.502230  gdtts=   0.5856
5muy_A    8wln_WN  5muyA    8wlnWN gtm1=  0.18084 gtm2=  0.50222 gbest= 0.502220  gdtts=   0.5856
5muy_A     2b4j_D  5muyA     2b4jD gtm1=  0.18079 gtm2=  0.51671 gbest= 0.516710  gdtts=   0.5925
5muy_A     6qek_A  5muyA     6qekA gtm1=  0.18061 gtm2=  0.58228 gbest= 0.582280  gdtts=   0.6464
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18046 gtm2=  0.52905 gbest= 0.529050  gdtts=   0.6000
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18045 gtm2=  0.51943 gbest= 0.519430  gdtts=   0.6215
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.18044 gtm2=  0.51027 gbest= 0.510270  gdtts=   0.5685
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.18041 gtm2=  0.51235 gbest= 0.512350  gdtts=   0.5719
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18030 gtm2=  0.53210 gbest= 0.532100  gdtts=   0.6393
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18030 gtm2=  0.52135 gbest= 0.521350  gdtts=   0.5786
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18018 gtm2=  0.52407 gbest= 0.524070  gdtts=   0.6000
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18005 gtm2=  0.50009 gbest= 0.500090  gdtts=   0.5633
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.18004 gtm2=  0.51953 gbest= 0.519530  gdtts=   0.5799
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.18001 gtm2=  0.51514 gbest= 0.515140  gdtts=   0.5799
5muy_A    8woe_WN  5muyA    8woeWN gtm1=  0.18000 gtm2=  0.50336 gbest= 0.503360  gdtts=   0.5868
5muy_A    8wlt_WN  5muyA    8wltWN gtm1=  0.18000 gtm2=  0.50335 gbest= 0.503350  gdtts=   0.5868
